dept_name,emp_no,first_name,last_name
Finance,16549,Olivera,Thibadeau
Development,16551,Sadegh,Ranon
Research,16551,Sadegh,Ranon
Development,16556,Mostafa,Hiltgen
Customer Service,16567,Hein,Senzako
Production,16570,Uta,Matzen
Quality Management,16580,Masaru,Valiente
Sales,16607,Vishwani,Honglei
Development,16619,Arvind,Boguraev
Production,16657,Yongdong,Heyers
Research,16658,Florian,Soicher
Sales,16672,Georgi,Peris
Development,16674,Duke,Takanami
Development,16679,Domenick,Cummings
Research,16679,Domenick,Cummings
Production,16683,Hatem,Ghandeharizadeh
Development,16716,Ramachenga,Zumaque
Human Resources,16719,Sasan,Benantar
Customer Service,16723,Mohd,Randt
Finance,16729,Kirk,Broomell
Development,16731,Domenico,Versino
Development,16759,Vojin,Masaki
Research,16759,Vojin,Masaki
Development,16799,Shigeichiro,Bamford
Development,16801,Gila,Strooper
Development,16803,Ziva,Rohrbach
Sales,16806,Sreekrishna,Dayana
Customer Service,16806,Sreekrishna,Dayana
Sales,16808,Kiyokazu,Katiyar
Human Resources,16851,Leon,Stasinski
Production,16852,Yefim,Fontet
Customer Service,16852,Yefim,Fontet
Production,16862,JiYoung,Eppinger
Customer Service,16862,JiYoung,Eppinger
Production,16864,Candido,Gecsel
Research,16869,Yakkov,Huttel
Production,16871,Munir,Stiles
Development,16875,Nikolaos,Radhakrishnan
Production,16880,Honesty,Bresenham
Quality Management,16897,Charlene,Ebeling
Development,16910,Kazunori,Botman
Research,16910,Kazunori,Botman
Production,16919,Tesuya,Yurov
Sales,16921,Evgueni,Yeung
Marketing,16954,Akhilish,Apsitis
Research,16955,Sangeeta,Marrakchi
Development,16969,Sanjit,Braccini
Production,16986,Hirochika,Gecseg
Finance,16988,Xiong,Peron
Sales,16993,Hongzue,Dahlbom
Production,16999,Bezalel,Sadowsky
Research,16999,Bezalel,Sadowsky
Development,17012,Valdiodio,Petereit
Development,17018,Berhard,Tasistro
Production,17024,Ewing,Siepmann
Customer Service,17041,Nishit,Montemayor
Development,17046,Fay,Kornyak
Quality Management,17048,Christoph,Murthy
Development,17055,Marin,Wixon
Sales,17063,Anoosh,Thiran
Development,17066,Heping,Ruther
Development,17068,Bodh,Gopalakrishnan
Research,17068,Bodh,Gopalakrishnan
Customer Service,17072,Richara,Bala
Production,17076,Gudjon,Hitomi
Quality Management,17076,Gudjon,Hitomi
Customer Service,17078,Gill,Hinsberger
Quality Management,17081,Weiru,Murtafg
Sales,17089,Rafail,Erman
Development,17098,Xuedong,Gelosh
Development,17101,Sandeepan,Compeau
Sales,17102,Radhika,Garnick
Development,17103,Takahiro,Feldmann
Research,17103,Takahiro,Feldmann
Human Resources,17120,Yifei,Polupanov
Quality Management,17125,Akhilish,Zweizig
Customer Service,17126,Matk,Schapire
Production,17143,Ziyad,Munke
Sales,17146,Aemilian,Barbanera
Production,17158,Danai,Vecchio
Customer Service,17158,Danai,Vecchio
Development,17159,Quingbo,Mitchem
Production,17160,Shay,Montemayor
Development,17163,Yurii,Papsdorf
Research,17199,Vasilis,Guardalben
Production,17215,Junichi,Langford
Production,17220,Lorien,Panwar
Development,17222,Leen,Muchinsky
Development,17235,Ronnie,Rissanen
Production,17236,Matk,Merro
Sales,17245,Neven,Milicia
Development,17260,Abdulah,Famili
Development,17277,Arnd,Hopewell
Production,17280,Xuejia,Merle
Finance,17285,Mario,Weiland
Quality Management,17294,Shrikanth,Pietrzykowski
Development,17326,Arumugam,Ramsay
Marketing,17327,Yongmin,Gihr
Development,17329,Shaunak,Tyugu
Research,17329,Shaunak,Tyugu
Production,17336,Shigenori,Chaudhuri
Production,17339,Fan,Mullainathan
Development,17339,Fan,Mullainathan
Finance,17340,Yurii,Brookman
Sales,17352,Muneo,Katiyar
Development,17355,Mingzeng,Weisert
Research,17384,Youngkon,Nooteboom
Marketing,17387,Shir,Serra
Production,17396,Valeri,Henders
Quality Management,17397,Kenroku,Hardjono
Customer Service,17412,Leni,Vilarrasa
Sales,17436,Chirstian,Munawer
Production,17448,Makato,Belinskaya
Development,17448,Makato,Belinskaya
Sales,17468,Abdelghani,Irland
Production,17470,Genevieve,Lichtner
Marketing,17472,Murthy,Verhoeff
Development,17487,Gully,Staudhammer
Human Resources,17489,Karlis,Vigier
Production,17500,Jinya,Bratsberg
Production,17505,Gunilla,Moffat
Production,17512,Frederique,Hofmeyr
Development,17512,Frederique,Hofmeyr
Development,17520,Shahab,Keohane
Development,17539,Cathie,Uhrik
Production,17544,Kien,Marletta
Finance,17552,Pradeep,Neiman
Finance,17556,Makato,Tsukuda
Development,17559,Annemarie,Papastamatiou
Research,17559,Annemarie,Papastamatiou
Sales,17573,Berthier,Deverell
Quality Management,17576,Behnaam,Krybus
Development,17582,Kauko,Spieker
Human Resources,17584,Emdad,Coorg
Customer Service,17586,Lein,Halevi
Sales,17629,Mostafa,Winter
Sales,17647,Vasilis,Swab
Production,17657,Thanasis,Zucker
Development,17674,Adib,Braccini
Development,17677,Mingdong,Ramalingam
Marketing,17683,Bernt,Henders
Sales,17683,Bernt,Henders
Production,17688,Faiza,Cincotta
Production,17696,Feiyu,Kusalik
Development,17699,Radhia,Heping
Research,17704,Vatsa,Broomell
Production,17705,Toshimo,Mellouli
Development,17711,Owen,Katiyar
Quality Management,17716,Josyula,Vitiello
Research,17728,Tsuneo,Lienhardt
Research,17742,Tru,Cappelletti
Development,17745,Hatem,Schreiter
Customer Service,17778,Chirstian,Matzov
Sales,17791,Matt,Stifter
Marketing,17798,Guangming,Suessmith
Production,17807,Jianhua,Glowinski
Development,17815,Shuji,Wissmann
Production,17816,Toshimo,Kenevan
Development,17834,Zhilian,Fiutem
Development,17840,Tonny,Sherertz
Production,17841,Hilary,Ramaiah
Human Resources,17849,Mandell,Varker
Production,17869,Xiaocheng,Prochazka
Development,17869,Xiaocheng,Prochazka
Quality Management,17871,Ebbe,Hedayat
Sales,17874,Rutger,Minakawa
Development,17891,Isaac,Luiz
Development,17900,Sakthirel,Belinskaya
Finance,17907,Kotesh,Bernini
Development,17916,Sukumar,Morrin
Quality Management,17925,Adamantios,Baezner
Development,17973,Sanjit,Beidas
Quality Management,17973,Sanjit,Beidas
Sales,17986,Oguz,Angelopoulos
Customer Service,17995,Oldrich,Vickson
Sales,18006,Vidya,Hanabata
Customer Service,18006,Vidya,Hanabata
Development,18013,Jiong,Shanbhogue
Sales,18016,Somnath,Kaminger
Sales,18018,Sasan,Schrooten
Research,18020,Adhemar,Pelz
Production,18030,Jasminko,Brookner
Sales,18065,Chriss,Wroclawski
Quality Management,18075,Lein,Goodrum
Production,18080,Satyanarayana,Rosar
Development,18080,Satyanarayana,Rosar
Development,18099,Kazuhiko,Fendler
Sales,18108,Sanjai,Genin
Customer Service,18123,Kristinn,Hitomi
Research,18130,Claudi,Cairo
Development,18134,Ult,Pesch
Development,18138,Moni,Baezner
Research,18138,Moni,Baezner
Production,18155,Dayanand,Danlos
Customer Service,18181,Gregory,Beerel
Human Resources,18208,Demin,Irland
Development,18210,Mabo,Radhakrishnan
Customer Service,18212,Constantino,Journel
Production,18223,Gully,Mitchem
Research,18223,Gully,Mitchem
Production,18237,Limsoon,Tramer
Production,18242,Shichao,Demian
Research,18251,Alair,Panangaden
Development,18261,Shridhar,Baak
Sales,18274,Yefim,Karnin
Sales,18297,Guther,Nastansky
Development,18310,Ioana,Dalton
Development,18316,Hongzue,Msuda
Production,18322,Tonia,Lueh
Development,18323,Oddvar,Tiemann
Quality Management,18323,Oddvar,Tiemann
Production,18333,Munehiro,Plesums
Human Resources,18375,Gian,Debuse
Production,18376,Wayne,Stranks
Development,18382,Remko,Mattern
Production,18393,Wuxu,Aseltine
Sales,18401,Vidya,Itzfeldt
Customer Service,18402,Bernice,Ritzmann
Finance,18427,Kiyomitsu,Qiwen
Quality Management,18438,Chiradeep,Iacovou
Sales,18443,Florina,Swick
Development,18448,Rosine,Bazelow
Finance,18450,Takahito,Hoppenstand
Sales,18454,Eric,Anido
Customer Service,18459,Shuzo,Kavanagh
Development,18468,Kirk,Cunliffe
Production,18478,Mitsuyuki,Stranks
Production,18503,Mechthild,Marletta
Development,18511,Pascal,Marzano
Finance,18532,Joydip,Onuegbe
Development,18542,Tiina,Anido
Production,18547,Gladys,Sankaranarayanan
Development,18571,Xinglin,Flowers
Finance,18573,Zongyan,Baca
Production,18580,Mabo,Bamford
Sales,18581,Mitsuyuki,Ranai
Customer Service,18581,Mitsuyuki,Ranai
Production,18663,Rafols,Sridhar
Sales,18664,Itzchak,Akaboshi
Development,18666,Hitofumi,Baja
Research,18666,Hitofumi,Baja
Development,18671,Shan,Nastansky
Development,18673,Ohad,Orlowski
Sales,18679,Roded,Lambe
Sales,18701,Mori,Ratnakar
Sales,18706,Debaprosad,Schicker
Sales,18725,Cullen,Marchegay
Development,18728,Tzvetan,Luft
Quality Management,18770,Fei,Yurek
Sales,18771,Domenick,Haraldson
Development,18775,Shay,Akazan
Finance,18784,Pohua,Hempstead
Production,18786,Guozhong,Veevers
Development,18786,Guozhong,Veevers
Sales,18789,Reinhold,Domenig
Development,18790,Florina,Rahier
Research,18799,Kshitij,Lunn
Finance,18806,Akhilish,Petereit
Sales,18809,Laurentiu,Munoz
Research,18811,Cheong,Oxenboll
Human Resources,18817,Kristin,Xiaoshan
Development,18833,Roded,Majewski
Development,18835,Uwe,Lieblein
Production,18866,Fumiyo,Hettesheimer
Quality Management,18866,Fumiyo,Hettesheimer
Development,18888,Sajjan,Stassinopoulos
Human Resources,18890,Pasqua,Litecky
Production,18919,Remco,Stille
Development,18921,Maren,Radwan
Development,18927,Muneo,Msuda
Development,18933,Barun,Panienski
Marketing,18943,Anneli,Rando
Production,18946,Gio,Warwick
Production,18955,Ziya,Flexer
Production,18979,Girolamo,Fujisawa
Quality Management,18979,Girolamo,Fujisawa
Development,18980,Weiye,Kawashimo
Finance,18986,Pintsang,Babu
Human Resources,18989,Goh,Quittner
Sales,18994,Leszek,Mitsuhashi
Development,19006,Martina,Hempstead
Sales,19012,Gal,Panangaden
Sales,19014,Jiafu,Danecki
Production,19027,Ferdinand,Nanard
Development,19029,Khosrow,Jiang
Sales,19031,Rosella,Pollock
Production,19035,Fuqing,Bellone
Customer Service,19035,Fuqing,Bellone
Finance,19036,Sampalli,Vesna
Quality Management,19037,Lucien,Bernardeschi
Production,19042,Rosita,Levergood
Sales,19048,Nikolaus,Radhakrishnan
Human Resources,19049,Breannda,Picht
Development,19051,Marek,Cappello
Human Resources,19076,Hein,Ferretti
Development,19089,Badri,Ellozy
Sales,19109,Jenwei,Denis
Finance,19114,Jayson,Pietracaprina
Development,19120,Giri,Qiwen
Production,19129,Bowen,Jiafu
Quality Management,19129,Bowen,Jiafu
Sales,19134,Seongbin,Bakhtari
Sales,19147,Chaitali,Bennis
Research,19151,Jeanne,Peral
Marketing,19154,Inderjeet,Denna
Sales,19160,Tetsurou,Jervis
Customer Service,19160,Tetsurou,Jervis
Production,19162,Chinho,Fadgyas
Development,19192,Yinlin,Schusler
Sales,19201,Arto,Sommen
Sales,19205,Moto,Sinitsyn
Production,19206,Wanqing,Pellegrinelli
Human Resources,19209,Berhard,Encarnacion
Human Resources,19244,Guenter,Vitiello
Production,19249,Saniya,Iivonen
Quality Management,19249,Saniya,Iivonen
Customer Service,19256,Rosita,Riexinger
Development,19259,Anoosh,Pelc
Production,19268,Adit,Papastamatiou
Development,19294,IEEE,Schoegge
Development,19310,Bouchung,Guerreiro
Research,19310,Bouchung,Guerreiro
Sales,19318,Xianlong,Halevi
Customer Service,19318,Xianlong,Halevi
Production,19328,Yannik,Smeets
Quality Management,19328,Yannik,Smeets
Production,19329,Alair,Marletta
Quality Management,19332,Changho,Khamsi
Development,19333,Sanjeeva,Schrooten
Research,19335,Susanta,Khalid
Development,19353,Mayumi,Schaar
Marketing,19356,Masato,Prenel
Customer Service,19356,Masato,Prenel
Sales,19381,Xiahua,Holburn
Research,19393,Boaz,Back
Finance,19394,Charmane,Bahl
Human Resources,19394,Charmane,Bahl
Customer Service,19397,Arnd,Diderrich
Production,19406,Sakthirel,Lindenbaum
Sales,19419,Palash,Bernardeschi
Production,19422,Florian,Budinsky
Quality Management,19422,Florian,Budinsky
Development,19425,Xuejia,Pettey
Customer Service,19453,Baoqiu,Buescher
Human Resources,19454,Taisook,Hutter
Customer Service,19467,Mitchel,Ecklund
Development,19487,Huiqun,Cannane
Development,19488,Maris,Perly
Production,19493,Caolyn,Tramer
Finance,19501,Kokou,Baranowski
Production,19503,Jaana,Papsdorf
Marketing,19511,Jamaludin,Fujisaki
Development,19515,Keiichiro,Gurbaxani
Finance,19518,Genta,Vieri
Human Resources,19518,Genta,Vieri
Development,19543,Chaitali,Perl
Production,19546,Kwan,Penz
Production,19565,Zito,Riesenhuber
Sales,19580,Stein,Tagansky
Production,19583,Edwin,Veccia
Research,19583,Edwin,Veccia
Development,19586,Hirochika,Minakawa
Production,19602,Sandeepan,Olivero
Marketing,19612,Chenxi,Erdmenger
Customer Service,19612,Chenxi,Erdmenger
Development,19616,Niranjan,Uchoa
Production,19617,Mircea,Landherr
Development,19621,Radhakrishnan,Albarhamtoshy
Sales,19624,Younwoo,Wolniewicz
Sales,19629,Stepehn,Matzke
Development,19633,Tayeb,Nourani
Sales,19634,Phuoc,Etalle
Development,19637,Dipayan,Papastamatiou
Human Resources,19639,Sibyl,Terlouw
Production,19640,Tonny,Francisci
Quality Management,19640,Tonny,Francisci
Production,19644,Jackson,Isaac
Development,19653,Gay,Crooks
Research,19661,Sangeeta,Speckmann
Sales,19663,Sverrir,Navazio
Development,19665,Khalid,Zielinski
Marketing,19667,Munenori,Matzel
Sales,19669,Shem,Honiden
Customer Service,19674,Mart,Varley
Sales,19675,Isamu,Herath
Development,19678,Xiping,Plotkin
Sales,19708,Ortrud,Biros
Production,19709,Xiaopeng,Asmuth
Customer Service,19712,Kristine,Litzler
Development,19720,Kwangyoen,Maksimenko
Sales,19723,Xuejun,Magalhaes
Sales,19724,Visit,Hasham
Sales,19728,Candido,Ramsey
Production,19737,Harngdar,Cools
Quality Management,19737,Harngdar,Cools
Marketing,19738,Giri,Sury
Development,19744,Aleksander,Skafidas
Development,19758,Rildo,Birdsall
Customer Service,19766,Saeed,Munke
Finance,19771,Aral,Katalagarianos
Sales,19777,Halsur,Ferretti
Production,19791,Kankanahalli,Azulay
Finance,19804,Tamiya,Benzmuller
Research,19814,Subhrajyoti,Rosaz
Sales,19826,Fox,Christ
Quality Management,19828,Dannz,Maliniak
Development,19839,Tadahiro,Hempstead
Sales,19841,Adil,Straney
Marketing,19843,Mohamadou,Peir
Sales,19849,Weicheng,Serre
Sales,19874,Xuejia,Kuzuoka
Human Resources,19882,Thanasis,Demri
Human Resources,19901,Tsvetan,Stasinski
Production,19904,Mototsugu,Rosenbaum
Human Resources,19933,Taizo,Bharadwaj
Sales,19940,Reinhard,Einsfeld
Production,19943,Shimshon,Schoegge
Finance,19946,Owen,Levasseur
Development,19950,Jaroslava,Kusakari
Sales,19955,IEEE,Conry
Customer Service,19955,IEEE,Conry
Production,19975,Mabry,Geffroy
Development,19975,Mabry,Geffroy
Quality Management,19982,Khatoun,Baba
Production,19984,Zhonghui,Taubenfeld
Customer Service,19984,Zhonghui,Taubenfeld
Production,19996,Berni,Chinen
Development,20006,Geoff,Birnbaum
Development,20013,Jaewoo,Lanphier
Development,20022,Felicidad,Bellone
Production,20024,Martine,Kambil
Development,20037,Tse,VanScheik
Finance,20039,Udo,Harbusch
Sales,20042,Margareta,Munck
Development,20043,Chikara,Adachi
Human Resources,20055,Hairong,Swiss
Development,20059,Pranay,Panwar
Development,20060,Chrisa,Attimonelli
Production,20063,Guttorm,Carrere
Research,20063,Guttorm,Carrere
Finance,20065,Mana,Onuegbe
Production,20068,Masali,Rouquie
Human Resources,20069,Guenter,Huhdanpaa
Development,20075,Mikhail,Oberman
Human Resources,20091,Janalee,Bach
Production,20117,Yoshimitsu,Hanabata
Customer Service,20117,Yoshimitsu,Hanabata
Production,20119,Josyula,Shigei
Human Resources,20121,Oldrich,Bazelow
Sales,20148,Ibibia,Polupanov
Production,20159,Isamu,Valiente
Development,20169,Gil,Zuberek
Marketing,20170,Emdad,Himler
Sales,20170,Emdad,Himler
Production,20171,Kazuhira,Murtha
Marketing,20181,Thodoros,Wegerle
Sales,20181,Thodoros,Wegerle
Production,20186,Jianhua,Narahari
Production,20189,Mark,Nanard
Customer Service,20189,Mark,Nanard
Production,20218,Ioana,Gihr
Quality Management,20218,Ioana,Gihr
Marketing,20222,Baziley,Rettelbach
Development,20245,Halsur,Fujisawa
Development,20251,Cristinel,Unno
Quality Management,20259,Yannik,Bratten
Production,20265,Amalendu,Willoner
Sales,20266,Ekawit,Kakkad
Development,20284,Monique,Parascandalo
Marketing,20305,Gou,Birnbaum
Sales,20305,Gou,Birnbaum
Customer Service,20316,Kellie,Krybus
Sales,20325,Katsuyuki,England
Development,20334,Miquel,Frijda
Production,20336,Magy,Wolniewicz
Development,20339,Masami,Jumpertz
Production,20346,Jeong,Antonakopoulos
Production,20358,Arve,Peir
Development,20367,Bernt,Takanami
Customer Service,20368,Denis,Samarati
Development,20392,Terresa,Sidje
Production,20402,Szabolcs,Shrader
Quality Management,20403,Rildo,Reinhard
Production,20407,Pranas,Genther
Development,20408,Debatosh,Smailagic
Customer Service,20425,True,Schapiro
Sales,20435,Oguz,Homond
Finance,20436,Rasiah,Kavraki
Development,20450,Abdelwaheb,Binkley
Development,20454,Nidapan,Gunderson
Development,20456,Sigeru,Highland
Development,20489,Boguslaw,Garrabrants
Development,20490,Soenke,Douceur
Customer Service,20490,Soenke,Douceur
Sales,20494,Lucien,Pagter
Development,20498,Suvo,Gini
Research,20528,Dines,Bednarek
Development,20530,Nevio,Katiyar
Sales,20534,Rosita,Kalloufi
Sales,20545,Woody,Chaudhury
Human Resources,20548,Edwin,Bugrara
Development,20550,Koichi,Kabayashi
Human Resources,20558,Toong,Panangaden
Development,20585,Bernd,Butterworth
Production,20586,Akeel,Clouatre
Production,20602,Martins,Dratva
Quality Management,20602,Martins,Dratva
Customer Service,20606,Marjo,Speer
Sales,20621,Arumugam,Navazio
Development,20624,Xiong,Nanard
Production,20625,Uno,Cusworth
Production,20626,Hercules,Varman
Production,20631,Masaki,Heiserman
Production,20635,Fumino,Baja
Finance,20636,Hsiangchu,Collavizza
Development,20651,Alexius,Vickson
Development,20666,Shushma,Linares
Marketing,20674,Maria,Avouris
Development,20693,Yefim,Flasterstein
Sales,20708,Aemilian,Arlazarov
Human Resources,20716,Nikolaos,Basart
Sales,20728,Billie,Sessa
Marketing,20751,Nitsan,Zyda
Production,20755,Jungsoon,Szilard
Production,20757,Ingemar,Taubman
Sales,20765,Steve,Viele
Quality Management,20766,Chenyi,Conry
Development,20793,Pranav,Luft
Production,20794,Shaz,Rathonyi
Development,20794,Shaz,Rathonyi
Sales,20813,Srinidhi,Sinicrope
Production,20820,Otilia,DeMori
Human Resources,20828,Brewster,Sewelson
Sales,20836,Jingling,Alameldin
Research,20857,Jinxi,Werthner
Quality Management,20860,Szabolcs,Michaels
Production,20881,Duangkaew,Hainaut
Development,20903,Yagil,Kemmerer
Sales,20923,Menkae,Miara
Production,20929,Along,Hebden
Development,20958,Ashish,Eiron
Sales,20964,Clyde,Erez
Production,20965,Tadanori,Bahl
Quality Management,20965,Tadanori,Bahl
Development,20968,Nimmagadda,Rijsenbrij
Marketing,20974,Hisao,Yavatkar
Sales,20974,Hisao,Yavatkar
Sales,20979,Pradeep,Kumaresan
Human Resources,20987,Domenick,Rabejac
Sales,21007,Christfried,Junet
Production,21011,Demin,Zedlitz
Human Resources,21019,Oksana,Brodie
Human Resources,21037,Kensei,Casley
Production,21044,Mack,Rajala
Production,21054,Saeko,Sichman
Production,21078,Shaw,Bolotov
Quality Management,21092,Chikara,Montresor
Development,21109,Lech,Chenoweth
Sales,21110,Shaowei,Solares
Production,21127,Ziyad,Coorg
Marketing,21133,Carrsten,Brizzi
Sales,21133,Carrsten,Brizzi
Sales,21138,Niteen,Haraldson
Sales,21143,Mayumi,Hennings
Quality Management,21157,Jouko,Demos
Human Resources,21161,Irena,Moffat
Development,21165,Mingdong,Pfau
Customer Service,21171,Emdad,Bressoud
Production,21192,Sajjad,Krohm
Development,21192,Sajjad,Krohm
Production,21206,Krisda,Walstra
Production,21210,Yechiam,Gelosh
Development,21214,Weiru,Angelov
Development,21229,Vasilis,Collavizza
Research,21239,Krister,Chinin
Development,21251,Fatemeh,Riexinger
Research,21255,Jaewon,Baba
Marketing,21275,Waiman,Suppi
Human Resources,21275,Waiman,Suppi
Development,21288,Nechama,Wendorf
Development,21312,Mani,Bahi
Production,21321,Laurentiu,Raney
Development,21321,Laurentiu,Raney
Production,21336,Satosi,Veccia
Customer Service,21347,Francesca,Ghalwash
